Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,cleaned_reviewText,sentiment_scores,compound_score,processed_reviewText,compound,pos,neg,neu
1143,"Daniel R. Bissell ""classics lover""",5.0,I have 2.Phone for over a year and no problems.Use with adapter in camera and laptop for 4-5 months without any trouble.Will continue to use SanDisk,2014-02-27,284,0,0,0,phone year problemsuse adapter camera laptop months without troublewill continue use sandisk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,year no problemsuse adapter camera laptop months without troublewill continue use,-0.296,0.0,0.18,0.82
1144,Daniel R. Escobar,5.0,Use this card for my slr. Works fantastic and allows me to use burst mode to its full capacity (10fps)... I tried it in my Samsung mp3 player and it works but randomly shows no data and needs a reboot to fix. In all fairness it could be the device or software so I can't deduct a star for that.,2013-04-18,599,0,0,0,use card slr works fantastic allows use burst mode full capacity fps tried samsung mp player works randomly shows data needs reboot fix fairness could device software cant deduct star,"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.5574}",0.5574,use slr works fantastic allows use burst mode full capacity fps tried mp player works randomly shows no data needs reboot fix fairness could device software cant deduct star,0.34,0.11,0.067,0.823
1145,"Daniel Rivero "".:DRH:.""",5.0,"I bought two of these for my laptop and my camera and they're working great so far, good speed. 100% happy with this purchase.",2012-12-29,709,0,0,0,bought two laptop camera theyre working great far good speed happy purchase,"{'neg': 0.0, 'neu': 0.457, 'pos': 0.543, 'compound': 0.8934}",0.8934,bought two laptop camera theyre working great far good happy purchase,0.8934,0.572,0.0,0.428
1146,"Daniel R. Olivas ""thunderdan602""",5.0,"Works perfectly in my Verizon Wireless Samsung Galaxy Note 2.  Just popped it in, and a way it went.  No need to format and now i have plenty of room for my video's, photo's, and movies.",2013-12-03,370,0,0,0,works perfectly verizon wireless samsung galaxy note popped way went need format plenty room videos photos movies,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.6369}",0.6369,works perfectly verizon wireless note popped way went no need plenty room videos photos movies,0.4588,0.216,0.113,0.67
1147,Daniel S.,5.0,"But then again, I expect nothing less. Most of my compact flash and SD cards are SanDisk brand and have been extremely reliable.",2014-01-20,322,0,0,0,expect nothing less compact flash sd cards sandisk brand extremely reliable,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,expect nothing less compact flash brand extremely reliable,0.0,0.0,0.0,1.0
1148,Daniel Vinas,5.0,Es una reconocida marca y la calidad de sus productos tambi&eacute;n lo son. La velocidad para c&aacute;mares de alta definici&oacute;n es muy recomendada.It is a recognized brand and quality of their products are too. The speed for high definition Camar&eacute;s is highly recommended.,2013-05-14,573,0,0,0,es una reconocida marca la calidad de sus productos tambieacuten lo son la velocidad para caacutemares de alta definicioacuten es muy recomendadait recognized brand quality products speed high definition camareacutes highly recommended,"{'neg': 0.0, 'neu': 0.937, 'pos': 0.063, 'compound': 0.2716}",0.2716,es una reconocida marca la calidad de sus productos tambieacuten lo son la velocidad para caacutemares de alta definicioacuten es muy recomendadait recognized brand quality products high definition camareacutes highly recommended,0.2716,0.065,0.0,0.935
1149,danmartin,5.0,"I use this card in my tablet, no problems, very fast. Excellent product and VERY HIGHLY RECOMMENDIt was just what I needed for my tablet. Just the right amount of memory and the right price",2014-08-04,126,0,0,0,use card tablet problems fast excellent product highly recommendit needed tablet right amount memory right price,"{'neg': 0.132, 'neu': 0.686, 'pos': 0.181, 'compound': 0.25}",0.25,use tablet no problems fast excellent product highly recommendit needed tablet right amount right price,0.7147,0.314,0.0,0.686
1150,danniboyv,5.0,One of the best memory card out there! Will look forward to purchasing items again! Will get the 64 next...,2013-02-03,673,0,0,0,one best memory card look forward purchasing items get next,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6369}",0.6369,best look forward purchasing items get next,0.6369,0.412,0.0,0.588
1151,Danny,2.0,"Bought this card for my Galaxy S4 and after installing it and loading my music, the card was randomly ejecting itself. After like the 3rd ejection of the morning, the phone reported that the card needed to be reformatted because it was damaged, so I reformatted. The random SDCard ejection and Damaged card kept coming up. After googling, I read that the Galaxy series phones are known to have compatibility issues with SanDisk cards and its a hit or miss, some phones have no issues. I have replaced this card already, which Amazon, shipped me a 2nd card within a few days, but the same problems arise. Not sure if I should switch to a different brand, but this card is definitely useless to me for the time being. Maybe I can give it away to a friend who doesn't have an S4. :/",2014-04-18,234,0,0,0,bought card galaxy installing loading music card randomly ejecting like rd ejection morning phone reported card needed reformatted damaged reformatted random sdcard ejection damaged card kept coming googling read galaxy series phones known compatibility issues sandisk cards hit miss phones issues replaced card already amazon shipped nd card within days problems arise sure switch different brand card definitely useless time maybe give away friend doesnt,"{'neg': 0.161, 'neu': 0.685, 'pos': 0.154, 'compound': -0.128}",-0.128,bought installing loading music randomly ejecting like rd ejection morning reported needed reformatted damaged reformatted random sdcard ejection damaged kept coming googling read series phones known compatibility issues hit miss phones no issues replaced already amazon shipped nd within days problems arise not sure switch different brand definitely useless time maybe give away friend doesnt,-0.7151,0.142,0.24,0.618
1152,Danny,5.0,Good sd card does its good job I purchased mine the 64gb for my note 2 highly recommend it try it,2013-08-03,492,0,0,0,good sd card good job purchased mine gb note highly recommend try,"{'neg': 0.0, 'neu': 0.512, 'pos': 0.488, 'compound': 0.8221}",0.8221,good good job purchased mine note highly recommend try,0.8221,0.589,0.0,0.411
1153,Danny H.,5.0,I got it when it was on sale (66% off list price!) and already it has paid for itself.  I'm glad to be able to have more memory for my tablet and am very happy that it comes with and SD card adaptor so that I can transfer pictures straight from my camera to my table.,2013-11-17,386,0,0,0,got sale list price already paid im glad able memory tablet happy comes sd card adaptor transfer pictures straight camera table,"{'neg': 0.0, 'neu': 0.677, 'pos': 0.323, 'compound': 0.8225}",0.8225,got sale list price already paid im glad able tablet happy comes adaptor transfer pictures straight camera table,0.8225,0.364,0.0,0.636
1154,"Danny Newport ""......Danny""",5.0,"I like this because it works in my transformer tablet and supplies me with plenty of space to play, watch, or listen to what I want.",2014-01-27,315,0,0,0,like works transformer tablet supplies plenty space play watch listen want,"{'neg': 0.0, 'neu': 0.563, 'pos': 0.437, 'compound': 0.6369}",0.6369,like works transformer tablet supplies plenty space play watch listen want,0.6369,0.437,0.0,0.563
1155,Danny Nice,5.0,"When the wife's Macbook Air SSD got full, I dropped in one of these with a near-flush mount SD adaptor (also via Amazon) and set it up as a second drive for her iTunes collection. Now she's got plenty of room for pics of the kid.",2014-07-13,148,0,0,0,wifes macbook air ssd got full dropped one nearflush mount sd adaptor also via amazon set second drive itunes collection shes got plenty room pics kid,"{'neg': 0.0, 'neu': 0.936, 'pos': 0.064, 'compound': 0.1779}",0.1779,wifes macbook air ssd got full dropped nearflush mount adaptor also via amazon set second drive itunes collection shes got plenty room pics kid,0.1779,0.069,0.0,0.931
1156,Danny V. Drew,5.0,"If you are going to add more storage to you android tablet, this is the one for you. I recommend this SSD Card.",2013-05-29,558,0,0,0,going add storage android tablet one recommend ssd card,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}",0.3612,going add storage android tablet recommend ssd,0.3612,0.294,0.0,0.706
1157,Danny V.,5.0,Great for pictures and music.  Came in a very secure package and a lot of storage for my files.  Reasonably priced also.,2013-07-14,512,0,0,0,great pictures music came secure package lot storage files reasonably priced also,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.7579}",0.7579,great pictures music came secure package lot storage files reasonably priced also,0.7579,0.394,0.0,0.606
1158,Dan-O,4.0,Love having the extra storage this card gives me. The transfer speed to the card is slower than I would like but it plays back HD video without a hiccup.,2014-12-06,2,0,0,0,love extra storage card gives transfer speed card slower would like plays back hd video without hiccup,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.8271}",0.8271,love extra storage gives transfer slower would like plays back hd video without hiccup,0.8271,0.442,0.0,0.558
1159,Dan P.,4.0,"got it at a great price and it worked great, was a little upset with the tiny size of the packaging as i almost didnt even see it on my step, it arrived in a 1/4&#34; thick cardboard envelope that was about 3&#34; by 2&#34;.",2013-03-26,622,0,0,0,got great price worked great little upset tiny size packaging almost didnt even see step arrived thick cardboard envelope,"{'neg': 0.087, 'neu': 0.604, 'pos': 0.309, 'compound': 0.7841}",0.7841,got great price worked great little upset tiny size packaging almost didnt even see step arrived thick cardboard envelope,0.7841,0.309,0.087,0.604
1160,Dan Robbins,5.0,It came in a reasonable amount of time and was exactly as I ordered. No pretty lights and no stunning sound. Just a reliable memory card that worked and has not failed.,2014-01-13,329,0,0,0,came reasonable amount time exactly ordered pretty lights stunning sound reliable memory card worked failed,"{'neg': 0.156, 'neu': 0.569, 'pos': 0.275, 'compound': 0.3612}",0.3612,came reasonable amount time exactly ordered no pretty lights no stunning sound reliable worked not failed,-0.2755,0.132,0.235,0.634
1161,Dan Sangiorgio,5.0,"has 32gb of storage, does what it is suppose to do and works perfectly fine in my verizon galaxy S4",2013-03-06,642,0,0,0,gb storage suppose works perfectly fine verizon galaxy,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.7184}",0.7184,storage suppose works perfectly fine verizon,0.7184,0.6,0.0,0.4
1162,Dan Shaw,5.0,"Out of its storage and into my new phone.  Recognized, formatted and  and available in less than a minute.  Simple!",2013-10-25,409,0,0,0,storage new phone recognized formatted available less minute simple,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,storage new recognized formatted available less minute simple,0.0,0.0,0.0,1.0
1163,Dan Terry,5.0,It arrived in a timely manner and does what it is supposed to do. It's not pretty and cute but it serves its purpose.,2013-10-08,426,0,0,0,arrived timely manner supposed pretty cute serves purpose,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.7351}",0.7351,arrived timely manner supposed not pretty cute serves purpose,-0.6259,0.0,0.422,0.578
1164,Dante Russell,5.0,"32 GB SD Card works well, and the price was reasonable, very happy with purchase so far! Worth a try!",2014-04-01,251,0,1,1,gb sd card works well price reasonable happy purchase far worth try,"{'neg': 0.0, 'neu': 0.539, 'pos': 0.461, 'compound': 0.7717}",0.7717,works well price reasonable happy purchase far worth try,0.7717,0.562,0.0,0.438
1165,dantheman,5.0,"I was in need this item and couldn't find it at local store.  Impressed me after i received it, it worked like a champ and able to store so many things in this card.",2013-07-02,524,0,0,0,need item couldnt find local store impressed received worked like champ able store many things card,"{'neg': 0.0, 'neu': 0.599, 'pos': 0.401, 'compound': 0.8271}",0.8271,need item couldnt find local store impressed received worked like champ able store many things,0.8271,0.42,0.0,0.58
1166,Dan The Man,5.0,wasn't sure 64 gigs would work on my Galaxy S2It does work - and i am very pleased!Does the job!,2013-06-16,540,0,0,0,wasnt sure gigs would work galaxy sit work pleaseddoes job,"{'neg': 0.179, 'neu': 0.821, 'pos': 0.0, 'compound': -0.2411}",-0.2411,wasnt sure gigs would work sit work pleaseddoes job,-0.2411,0.0,0.197,0.803
1167,Dao,5.0,"awesome product. it was worth if of buying. it's cheap and have a lot of memory, not to mention the fast processing.",2013-10-02,432,0,0,0,awesome product worth buying cheap lot memory mention fast processing,"{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.7184}",0.7184,awesome product worth buying cheap lot not mention fast processing,0.7184,0.429,0.0,0.571
1168,Dao Vang,5.0,"This sd card is everything that is stated.Blazing fast and huge storage.It had so much space, when I first staryed taking pictures and videos, the phone didn't even show what the limit was. It basically had no limit on how many pictures or video space was the max.",2013-07-20,506,0,0,0,sd card everything statedblazing fast huge storageit much space first staryed taking pictures videos phone didnt even show limit basically limit many pictures video space max,"{'neg': 0.0, 'neu': 0.916, 'pos': 0.084, 'compound': 0.3182}",0.3182,everything statedblazing fast huge storageit much space first staryed taking pictures videos didnt even show limit basically no limit many pictures video space max,0.0258,0.087,0.083,0.83
1169,Darby,5.0,"Product: SanDisk Ultra 64 GB microSDXC Class 10 UHS-1 Memory Card 30MB/s with Adapter SDSDQU-064G-AFFP-ARating: 5/5 (Excellent)People buy MicroSD cards with 4 primary criteria in mind: (1) Storage Capacity, (2) Price, (3) Reliability/Compatibility/Availability, and (4) Speed.  When I bought the u64 back in Feb 2013 (not long after its release) it was the largest and fastest MicroSD available at the time, and it weighed in at a good price and backed up by SanDisk reputation.For me, and my Galaxy S3 {SCH-i535, currently with Android 4.3} this card has been a delightful slam dunk on all four counts.  I was reminded of this today when I slammed 30+gb of MP3's from my PC onto my S3's card.  The card handled the massive data dump with grace and aplomb, and I'm now able to use my phone to wirelessly stream my entire music library to my new bluetooth-compatible bookshelf stereo.Color me very satisfied.",2014-02-01,310,0,0,0,product sandisk ultra gb microsdxc class uhs memory card mbs adapter sdsdqugaffparating excellentpeople buy microsd cards primary criteria mind storage capacity price reliabilitycompatibilityavailability speed bought u back feb long release largest fastest microsd available time weighed good price backed sandisk reputationfor galaxy schi currently android card delightful slam dunk four counts reminded today slammed gb mps pc onto ss card card handled massive data dump grace aplomb im able use phone wirelessly stream entire music library new bluetoothcompatible bookshelf stereocolor satisfied,"{'neg': 0.056, 'neu': 0.799, 'pos': 0.145, 'compound': 0.802}",0.802,product ultra microsdxc uhs adapter sdsdqugaffparating excellentpeople buy microsd primary criteria mind storage capacity price reliabilitycompatibilityavailability bought u back feb not long release largest fastest microsd available time weighed good price backed reputationfor schi currently android delightful slam dunk four counts reminded today slammed mps pc onto ss handled massive data dump grace aplomb im able use wirelessly stream entire music library new bluetoothcompatible bookshelf stereocolor satisfied,0.802,0.17,0.066,0.763
1170,Dare to satisfy me,5.0,What can I say about it works as promised and just what I needed for my new cell phone  what more do you need,2013-11-06,397,0,0,0,say works promised needed new cell phone need,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}",0.3612,say works promised needed new cell need,0.3612,0.294,0.0,0.706
1171,Darian K Chun,5.0,love it.  Had no problems.  I have no snags or hiccups when trying to access any data or writing data on my phone.,2014-03-02,281,0,0,0,love problems snags hiccups trying access data writing data phone,"{'neg': 0.181, 'neu': 0.537, 'pos': 0.282, 'compound': 0.3612}",0.3612,love no problems no snags hiccups trying access data writing data,0.8098,0.511,0.0,0.489
1172,DaRkTrAzZ,5.0,"have had no problems with it, access times are actually a bit slower then in phone memory. but read is pretty good.",2013-01-05,702,0,0,0,problems access times actually bit slower phone memory read pretty good,"{'neg': 0.161, 'neu': 0.476, 'pos': 0.363, 'compound': 0.5267}",0.5267,no problems access times actually bit slower read pretty good,0.8104,0.544,0.0,0.456
1173,Darrell,3.0,"I've had the item 12 months. I've always had minor problems. It just recently started freezing and rebooting my devices. 2 GS3's, currently S4. SanDisk is sending me a new one.",2013-12-17,356,0,0,0,ive item months ive always minor problems recently started freezing rebooting devices gss currently sandisk sending new one,"{'neg': 0.204, 'neu': 0.796, 'pos': 0.0, 'compound': -0.4767}",-0.4767,ive item months ive always minor problems recently started freezing rebooting devices gss currently sending new,-0.4767,0.0,0.227,0.773
1174,Darrell Tony Brown Jr,5.0,"This card is exactly what it seems to be. It's large, it's fast, and it's priced well. Not much more you could ask for.",2014-01-13,329,0,0,0,card exactly seems large fast priced well much could ask,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2732}",0.2732,exactly seems large fast priced well not much could ask,0.2732,0.189,0.0,0.811
1175,Darren,5.0,"I put this in my hp envy x2 to extend storage, stays inside unit all the time. Works as a hard drive. It works as advertised",2014-12-03,5,0,0,0,put hp envy x extend storage stays inside unit time works hard drive works advertised,"{'neg': 0.203, 'neu': 0.698, 'pos': 0.099, 'compound': -0.2023}",-0.2023,put hp envy x extend storage stays inside unit time works hard drive works advertised,-0.2023,0.099,0.203,0.698
1176,darren,1.0,"i still own it but card went bad after 2 weeks of owning it, lost tons of music and data ect and lost all faith in sandisk products. i tried to get it replaced or money back but no return email from seller, so unhappy i lost over 20gigs of movies/music and data. wish there would have been a reply from seller or amazon but i still have a dead sdcard with all my files stuck on it.",2013-08-30,465,1,0,1,still card went bad weeks owning lost tons music data ect lost faith sandisk products tried get replaced money back return email seller unhappy lost gigs moviesmusic data wish would reply seller amazon still dead sdcard files stuck,"{'neg': 0.356, 'neu': 0.512, 'pos': 0.132, 'compound': -0.9062}",-0.9062,still went bad weeks owning lost tons music data ect lost faith products tried get replaced money back no return email seller unhappy lost gigs moviesmusic data wish would reply seller amazon still dead sdcard files stuck,-0.926,0.131,0.395,0.474
1177,Darren S Dale,5.0,"I purchased two of these microSDXC cards when they were on sale around Black Friday, and have been using them now for just about two months. They work wonderfully and I have had absolutely no problems with either. These SanDisk memory cards are 64 GB microSDXC class 10, UHS-1 cards, which are rated for transfer speeds up to 30MB/sec.The UHS class 1 designation is intended as an performance measure that indicates the card is capable of supporting real-time full HD video recording. Of course, this only works if you are using a device which is capable of writing to the card at those speeds, but most modern devices that offer full HD recording, such as camcorders, digital SLR cameras, and cell phones with built in Full HD recording do support this standard. The benefit of using a UHS-1 card on a UHS certified device is that you should not encounter the problem of buffering or your device stopping recording because it could not write fast enough.However, because these are extra high capacity, sdXC cards, you will need to make sure that your device can support microSDXC cards, and not simply microSD or microSDHC ones. The biggest difference is that the microSDXC standard uses the exFAT file system, rather than the FAT32 or NTFS systems. While most modern Android devices (and in fact most linux/unix devices) can handle that without difficulty some devices, such as older cameras, Android devices, and some Windows devices, may have difficulty with the format.Having said that, I've been using these in Nikon D80 & D7000 digital SLR cameras, as well as Samsung Galaxy S3 and Galaxy S Relay 4G phones without any difficulty, and they read & write fine on my computers. All in all these were a great buy and I'm very happy with them.",2014-01-23,319,0,0,0,purchased two microsdxc cards sale around black friday using two months work wonderfully absolutely problems either sandisk memory cards gb microsdxc class uhs cards rated transfer speeds mbsecthe uhs class designation intended performance measure indicates card capable supporting realtime full hd video recording course works using device capable writing card speeds modern devices offer full hd recording camcorders digital slr cameras cell phones built full hd recording support standard benefit using uhs card uhs certified device encounter problem buffering device stopping recording could write fast enoughhowever extra high capacity sdxc cards need make sure device support microsdxc cards simply microsd microsdhc ones biggest difference microsdxc standard uses exfat file system rather fat ntfs systems modern android devices fact linuxunix devices handle without difficulty devices older cameras android devices windows devices may difficulty formathaving said ive using nikon digital slr cameras well samsung galaxy galaxy relay g phones without difficulty read write fine computers great buy im happy,"{'neg': 0.052, 'neu': 0.743, 'pos': 0.206, 'compound': 0.9794}",0.9794,purchased two microsdxc sale around black friday using two months work wonderfully absolutely no problems either microsdxc uhs rated transfer speeds mbsecthe uhs designation intended performance measure indicates capable supporting realtime full hd video recording course works using device capable writing speeds modern devices offer full hd recording camcorders digital slr cameras cell phones built full hd recording support standard benefit using uhs uhs certified device not encounter problem buffering device stopping recording could not write fast enoughhowever extra high capacity sdxc need make sure device support microsdxc not simply microsd microsdhc ones biggest difference microsdxc standard uses exfat file system rather fat ntfs systems modern android devices fact linuxunix devices handle without difficulty devices older cameras android devices windows devices may difficulty formathaving said ive using nikon digital slr cameras well relay g phones without difficulty read write fine computers great buy im happy,0.9887,0.255,0.023,0.722
1178,Darthvagrant,5.0,"Packaging very secure, product is absolutely legitimate Sandisk card.29.7 GB available storage.[Normal for 32GB card] Amazon comes through again!Speed unknown, works fine in all my **stuff**..Addenda 9-19-13: Two received and working perfectly. The loss of 2.3 GB(32 to 29.7)explained by the data added when formatting the chip.  Seemsto be a legitimate 10 speed. VERY good MicroSDHC! The best!",2013-07-09,517,0,0,0,packaging secure product absolutely legitimate sandisk card gb available storagenormal gb card amazon comes againspeed unknown works fine stuffaddenda two received working perfectly loss gb explained data added formatting chip seemsto legitimate speed good microsdhc best,"{'neg': 0.047, 'neu': 0.598, 'pos': 0.355, 'compound': 0.9313}",0.9313,packaging secure product absolutely legitimate available storagenormal amazon comes againspeed unknown works fine stuffaddenda two received working perfectly loss explained data added formatting chip seemsto legitimate good microsdhc best,0.9313,0.414,0.055,0.53
1179,Daryl Banbury,5.0,This is a quality 64gb micro sd memory card. It does what it is supposed to do. I would recommend this to any one.,2013-04-23,594,0,0,0,quality gb micro sd memory card supposed would recommend one,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",0.3612,quality micro supposed would recommend,0.3612,0.385,0.0,0.615
1180,Daryl,5.0,"I purchased this for a Galaxy Tab 10.1 but didn't like it - I returned the tablet (and accidently left the memory card in it).  So this is the second one I've purchased, it is now in use in an ASUS T1000 tablet/notebook and I am entirely satisfied.",2014-04-03,249,0,0,0,purchased galaxy tab didnt like returned tablet accidently left memory card second one ive purchased use asus tabletnotebook entirely satisfied,"{'neg': 0.091, 'neu': 0.776, 'pos': 0.133, 'compound': 0.246}",0.246,purchased tab didnt like returned tablet accidently left second ive purchased use asus tabletnotebook entirely satisfied,0.246,0.161,0.11,0.729
1181,Daryl,5.0,"I bought this card because my 32GB Sandisk ultra stopped working in my Galaxy S3.  I tried formatting the card, but it didn't work.  When this card showed up, I read the warranty information, and the ultra series has a lifetime warranty! I emailed the company, and they sent me a shipping label to return the card, and my new on is on the way!  I highly recommend these cards!",2013-02-05,671,1,0,1,bought card gb sandisk ultra stopped working galaxy tried formatting card didnt work card showed read warranty information ultra series lifetime warranty emailed company sent shipping label return card new way highly recommend cards,"{'neg': 0.052, 'neu': 0.872, 'pos': 0.076, 'compound': 0.2247}",0.2247,bought ultra stopped working tried formatting didnt work showed read warranty information ultra series lifetime warranty emailed company sent shipping label return new way highly recommend,0.2247,0.097,0.066,0.836
1182,dattaway,5.0,I found the write bandwidth of this card is 15MB/sec when transferring a steady stream dozens of gigabytes.  The included full sized sdcard adapter appears to be slightly faster than my USB adapter.  I tested by piping /dev/urandom through pv onto the card.  Read bandwidth appears to be 18.1 MB/sec.,2014-09-06,93,1,0,1,found write bandwidth card mbsec transferring steady stream dozens gigabytes included full sized sdcard adapter appears slightly faster usb adapter tested piping devurandom pv onto card read bandwidth appears mbsec,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,found write bandwidth mbsec transferring steady stream dozens gigabytes included full sized sdcard adapter appears slightly faster usb adapter tested piping devurandom pv onto read bandwidth appears mbsec,0.0,0.0,0.0,1.0
1183,Dave Carlson,5.0,"As expected, SanDisk delivered again with this card. Very fast transfers and a lot of data to use up. Bought it for a galaxy s 3 and it works great.",2013-05-24,563,0,0,0,expected sandisk delivered card fast transfers lot data use bought galaxy works great,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.6249}",0.6249,expected delivered fast transfers lot data use bought works great,0.6249,0.313,0.0,0.687
1184,Dave C,5.0,"I love the 64GB capacity, and it is compatible with my devices.  I have one in Go Pro Hero3 and one in a Samsung Galaxy 7&#34; tablet.",2014-02-20,291,0,0,0,love gb capacity compatible devices one go pro hero one samsung galaxy tablet,"{'neg': 0.0, 'neu': 0.585, 'pos': 0.415, 'compound': 0.8316}",0.8316,love capacity compatible devices go pro hero tablet,0.8316,0.565,0.0,0.435
1185,"Dave CR ""Dave""",5.0,"I have this card in my Samsung Galaxy III.It has been in there now for about 8 months with no issues.Okay, it had one issue but that was the phone design itself. It would un-mount if the phone was moved around roughly. It seems to pop out very easy in the Samsung Galaxy phones. So I solved the problem by putting some electrical tape on it to hold it in. So far after 8 months it hasn't un-mounted.It will give you an ungodly amount of storage on this phone. If your wondering if your Samsung Phone will take this card - it will with no issues. It shows a total of 59.6 GB of available space once installed. A must have since most phones come with 8 GB of internal memory nowadays.",2014-02-01,310,0,0,0,card samsung galaxy iiiit months issuesokay one issue phone design would unmount phone moved around roughly seems pop easy samsung galaxy phones solved problem putting electrical tape hold far months hasnt unmountedit give ungodly amount storage phone wondering samsung phone take card issues shows total gb available space installed must since phones come gb internal memory nowadays,"{'neg': 0.044, 'neu': 0.875, 'pos': 0.081, 'compound': 0.3182}",0.3182,iiiit months no issuesokay issue design would unmount moved around roughly seems pop easy phones solved problem putting electrical tape hold far months hasnt unmountedit give ungodly amount storage wondering take no issues shows total available space installed must since phones come internal nowadays,-0.2732,0.098,0.139,0.763
1186,"Dave ""Dave""",5.0,"Bought for GoPro Hero3.  Slips in, works great, keeps up with camera.  Awesome and cheap. Great for smartphones as well!",2013-01-16,691,0,0,0,bought gopro hero slips works great keeps camera awesome cheap great smartphones well,"{'neg': 0.0, 'neu': 0.308, 'pos': 0.692, 'compound': 0.9584}",0.9584,bought gopro hero slips works great keeps camera awesome cheap great smartphones well,0.9584,0.692,0.0,0.308
1187,"Dave ""Dave""",4.0,"Very fast, very big. Just wish it were a bit less cash so I could buy more for my other storage needs.",2014-09-06,93,0,0,0,fast big wish bit less cash could buy storage needs,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}",0.4019,fast big wish bit less cash could buy storage needs,0.4019,0.231,0.0,0.769
1188,"Dave & Dessa ""Addictive""",3.0,Doesn't work in my s2 skyrocket but works in my Xoom. Odd but I have to suffer with it. Seems about the same as my class 4. Will not get sandisk again unless its tons cheaper. 1 was stolen by some tweakers which sucks,2014-07-07,154,0,0,0,doesnt work skyrocket works xoom odd suffer seems class get sandisk unless tons cheaper stolen tweakers sucks,"{'neg': 0.469, 'neu': 0.531, 'pos': 0.0, 'compound': -0.8885}",-0.8885,doesnt work skyrocket works xoom odd suffer seems not get unless tons cheaper stolen tweakers sucks,-0.8885,0.0,0.489,0.511
1189,Dave Drury,5.0,"Bought both this and a similar Transcend Premium 300X 32 GB MicroSDHC Class 10 UHS for a couple of G1WH dash cams.  Both work well with the cameras.  The key is you need cards compliant with UHS 1 or better.  Look for the U with a 1 or a 3 inside it on the card for these cameras.  The Transcend is rated slightly faster but the cameras seem to like either equally well.  When I purchased this Transcend and the SanDisk were within pennies of each other, so aside from slight price and speed differences, there's not much to recommend one over the other.  And so long as you get at least a UHS 1 card, the same can be said for other manufacturers such as G.Skill, Kingston, or others.",2014-12-06,2,0,0,0,bought similar transcend premium x gb microsdhc class uhs couple gwh dash cams work well cameras key need cards compliant uhs better look u inside card cameras transcend rated slightly faster cameras seem like either equally well purchased transcend sandisk within pennies aside slight price speed differences theres much recommend one long get least uhs card said manufacturers gskill kingston others,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.8779}",0.8779,bought similar transcend premium x microsdhc uhs couple gwh dash cams work well cameras key need compliant uhs better look u inside cameras transcend rated slightly faster cameras seem like either equally well purchased transcend within pennies aside slight price differences theres not much recommend long get least uhs said manufacturers gskill kingston others,0.7572,0.158,0.035,0.807
1190,"Dave Fowler ""fowlerne""",5.0,Bought this to add memory to my phone.  No problems installing and it works great.  Don't know if I could ask for anything more.,2013-03-28,620,0,0,0,bought add memory phone problems installing works great dont know could ask anything,"{'neg': 0.152, 'neu': 0.618, 'pos': 0.23, 'compound': 0.34}",0.34,bought add no problems installing works great dont know could ask anything,0.7475,0.389,0.0,0.611
1191,Dave,3.0,"Gave it 4 stars because I don't know if the problem is the card or the phone.  I have an intermittant problem where the phone stops recognizing it.  But it's fast, and holds a lot.  I would recommend it.Update:  Had intermittant issues with my phone (galaxy s3).  Finally gave up the ghost completely, computer won't recognize it at all.  I don't think I had any important data on it.  I would take it up with SanDisk, as another reviewer indicated that they replaced his over issues in his phone, but my computer can't even recognize it to wipe it so I'm not sending it anywhere.",2013-03-05,643,0,0,0,gave stars dont know problem card phone intermittant problem phone stops recognizing fast holds lot would recommend itupdate intermittant issues phone galaxy finally gave ghost completely computer wont recognize dont think important data would take sandisk another reviewer indicated replaced issues phone computer cant even recognize wipe im sending anywhere,"{'neg': 0.144, 'neu': 0.773, 'pos': 0.084, 'compound': -0.3472}",-0.3472,gave stars dont know problem intermittant problem stops recognizing fast holds lot would recommend itupdate intermittant issues finally gave ghost completely wont recognize dont think important data would take another reviewer indicated replaced issues cant even recognize wipe im not sending anywhere,-0.3472,0.097,0.167,0.735
